0	80
4	1
9	1
13	1
14	1
15	4
17	1
21	3
22	3
26	2
27	8
29	1
31	6
32	1
33	4
35	1
36	4
38	10
40	2
42	10
44	12
45	4
47	12
48	3
50	9
52	9
53	1
54	1
55	11
56	4
57	11
59	1
60	2
61	7
62	1
63	6
65	4
66	12
68	12
70	2
71	3
72	4
73	7
75	2
76	2
77	7
78	7
82	1
83	2
84	12
85	1
88	5
89	3
91	1
94	17
100	20
