0	15
12	1
14	1
21	1
22	2
26	2
27	7
31	3
33	3
35	1
36	2
38	5
40	1
42	10
44	6
45	1
46	1
47	10
48	2
50	4
52	6
53	1
55	4
56	3
57	6
60	2
61	3
62	1
63	3
65	1
66	6
68	5
72	3
73	4
75	1
76	2
77	6
78	5
82	1
83	1
84	6
85	1
88	4
89	3
94	12
100	15
